AMB_TEMP CH4 CO NMHC O3 PM10 RH SO2 THC UVB WD_HR WIND_DIREC WIND_SPEED WS_HR
33 1 0 0 58 49 55 2 2 1 313 278 2 1
24 2 0 0 41 40 92 1 2 1 113 122 1 0
13 2 0 0 29 49 78 0 2 1 145 145 2 1
35 1 0 0 57 32 48 2 1 11 275 276 4 3
23 2 0 0 29 61 75 7 2 1 145 145 2 1
27 1 0 0 22 26 88 1 2 1 47 51 2 2
24 1 0 0 40 43 65 2 2 1 267 351 0 1
33 1 0 0 41 39 56 2 2 1 228 200 3 4
18 1 0 0 21 10 89 4 2 1 66 61 2 1
19 1 0 0 41 22 73 1 2 1 95 88 2 1
14 1 0 0 44 33 59 2 2 1 83 84 7 7
33 1 0 0 75 58 62 3 2 1 92 84 2 1
25 1 0 0 22 43 89 2 2 1 52 58 4 2
15 1 0 0 37 25 95 1 2 1 60 63 4 5
20 2 0 0 29 33 86 4 2 0 70 65 1 1
27 1 0 0 8 2 84 2 2 1 92 78 1 0
14 1 0 0 26 15 90 3 2 0 83 83 2 1
15 1 0 0 35 12 92 3 2 1 49 49 2 2
23 1 0 0 24 41 92 2 2 1 83 87 3 2
26 1 0 0 30 40 86 9 2 1 2 3 2 1
24 1 0 0 37 51 85 7 1 1 118 113 2 1
22 1 0 0 27 51 74 4 2 1 188 190 1 1
26 1 0 0 23 38 77 1 2 1 75 61 2 2
23 2 0 0 10 40 87 1 2 1 146 154 0 0
27 1 0 0 22 29 69 2 2 1 94 82 2 2
23 1 0 0 28 13 88 3 2 1 123 95 1 1
24 1 0 0 32 60 88 1 2 1 232 254 1 0
25 1 0 0 48 12 90 1 2 1 145 145 2 1
22 1 0 0 39 15 91 1 2 1 145 145 2 1
22 1 0 0 8 38 80 14 2 0 65 66 2 2
25 1 0 0 0 48 93 4 2 1 202 254 0 0
30 1 0 0 34 29 62 4 1 1 328 299 1 0
19 1 0 0 48 21 86 1 2 1 82 73 2 1
33 1 1 0 45 34 53 5 2 1 58 61 1 0
22 1 0 0 44 32 80 3 2 1 102 110 1 2
16 1 0 0 37 26 95 4 2 1 52 51 3 3
23 1 0 0 31 53 75 6 2 0 145 145 2 1
32 1 0 0 29 47 67 1 2 1 145 145 2 1
20 1 0 0 67 104 61 3 2 1 189 246 2 0
30 1 0 0 20 24 78 2 2 1 183 185 2 2
27 1 0 0 23 21 81 2 1 1 63 72 0 0
15 1 0 0 34 7 93 1 2 1 91 97 4 3
18 1 0 0 43 49 73 2 2 1 67 74 5 4
31 1 0 0 0 51 64 3 2 1 23 319 2 1
30 2 1 0 6 17 81 2 2 1 93 318 1 0
34 1 0 0 36 37 47 2 1 11 243 245 7 6
16 1 0 0 47 12 70 0 2 1 111 112 2 1
24 1 0 0 33 24 70 4 2 1 107 110 3 2
23 1 0 0 29 41 75 1 2 1 145 145 2 1
24 1 0 0 38 49 85 1 2 1 165 151 1 1
17 1 1 0 2 49 83 4 2 1 71 74 1 1
29 1 0 0 32 25 76 8 2 1 54 52 7 4
24 1 0 0 19 69 85 3 2 1 284 285 0 0
16 1 0 0 54 98 69 1 2 1 90 87 2 1
22 1 0 0 44 21 91 2 2 1 74 74 3 3
22 1 0 0 34 30 90 2 2 1 53 59 3 3
30 1 0 0 29 13 86 2 1 1 91 92 1 0
11 2 0 0 32 94 68 4 2 1 216 246 1 0
23 1 2 0 29 64 75 4 2 1 145 145 2 1
20 1 0 0 25 23 94 6 2 1 89 81 3 3
21 1 0 0 58 51 61 4 2 1 296 293 0 0
23 2 2 0 29 49 75 2 2 1 145 145 2 1
32 1 0 0 35 32 60 1 2 1 320 14 1 1
17 1 0 0 73 43 80 4 2 1 145 145 2 1
22 1 0 0 27 23 76 5 2 1 194 186 2 1
32 1 0 0 51 50 77 6 2 1 73 96 1 1
31 1 0 0 39 29 71 3 2 1 316 318 4 3
28 1 2 0 3 28 74 1 2 1 76 62 1 1
29 1 0 0 24 28 3 2 2 1 251 238 4 5
29 1 0 0 17 37 57 2 2 1 234 238 3 3
13 1 0 0 38 25 83 2 2 1 46 46 5 5
28 1 0 0 12 47 87 1 2 1 160 143 1 0
9 1 0 0 57 4 100 1 2 1 145 145 2 1
19 1 0 0 69 99 68 3 2 1 74 83 3 3
27 1 0 0 21 23 60 2 2 1 99 108 2 2
28 2 0 0 27 50 70 4 2 5 215 199 1 0
20 1 0 0 47 36 73 2 2 1 55 58 4 4
24 2 1 0 14 26 75 1 2 0 80 80 2 2
29 1 0 0 51 56 76 2 2 1 247 250 2 2
30 1 0 0 32 22 72 1 2 1 141 136 2 2
26 1 0 0 59 97 80 2 2 1 326 314 2 1
27 1 0 0 13 37 69 2 1 1 71 78 0 1
24 1 1 0 0 82 90 15 2 1 87 84 0 0
17 1 0 0 52 74 80 4 2 1 51 60 1 1
23 2 1 0 29 62 75 3 2 1 145 145 2 1
19 2 0 0 5 94 89 4 2 0 45 71 0 0
16 1 0 0 21 29 85 1 2 1 118 116 2 2
23 1 0 0 29 76 75 2 2 0 145 145 2 1
8 2 0 0 17 44 91 1 2 1 299 306 0 0
21 1 0 0 37 28 60 2 2 1 59 52 7 6
28 1 0 0 8 47 75 3 2 1 240 215 1 0
23 1 0 0 6 109 98 5 2 1 143 64 1 0
17 1 0 0 40 33 91 4 1 1 99 123 0 0
35 1 0 0 80 49 54 3 2 1 339 45 1 0
31 1 0 0 41 27 61 3 2 1 278 285 3 2
23 2 1 0 29 98 75 3 2 1 145 145 2 1
28 1 0 0 14 47 83 2 2 1 229 222 3 3
18 1 0 0 27 32 83 2 2 1 55 61 3 2
21 1 0 0 49 28 79 4 1 0 95 114 1 1
26 1 0 0 41 32 69 1 2 1 98 89 2 2
27 1 0 0 9 16 84 4 2 1 146 141 0 0
23 1 0 0 27 43 81 2 2 1 87 88 1 1
23 2 2 0 29 99 75 7 3 1 145 145 2 1
25 1 0 0 34 30 69 4 2 0 91 95 1 1
22 1 0 0 19 5 100 0 2 1 145 145 2 1
18 1 0 0 53 131 68 2 2 1 87 89 4 4
28 1 0 0 31 17 71 4 2 1 46 61 1 0
23 1 0 0 44 42 75 2 2 3 145 145 2 1
27 1 0 0 14 19 71 1 1 1 93 98 3 3
33 1 0 0 22 37 64 2 2 1 250 245 4 3
25 1 0 0 32 15 86 2 1 2 262 262 1 1
24 1 0 0 4 45 90 2 2 1 102 141 1 0
21 1 0 0 49 79 95 3 2 1 325 346 2 1
22 1 0 0 46 25 70 3 2 1 265 255 1 1
28 1 0 0 31 30 76 2 2 1 292 294 1 1
13 1 0 0 37 40 78 1 2 1 65 57 1 0
25 1 0 0 23 8 87 1 2 1 245 251 1 1
24 1 1 0 2 71 82 9 2 1 44 17 0 0
15 1 0 0 12 34 72 1 2 1 73 47 1 0
23 2 1 0 29 30 75 6 2 1 145 145 2 1
29 1 0 0 17 13 71 1 1 1 84 89 1 2
19 1 0 0 49 31 78 2 2 1 105 105 2 2
26 1 0 0 59 46 85 1 2 1 48 48 3 3
24 1 0 0 29 28 73 1 2 1 112 115 2 2
17 1 0 0 48 86 76 1 2 1 45 41 9 6
30 1 0 0 55 81 69 5 2 1 271 293 2 1
17 2 0 0 20 19 77 1 2 1 100 97 2 1
15 1 0 0 26 37 91 3 2 1 49 52 3 3
35 1 0 0 61 40 48 2 2 1 260 229 2 1
27 2 0 0 6 29 88 1 2 1 177 159 1 1
16 1 0 0 13 42 79 3 2 0 83 84 1 1
23 1 0 0 27 43 75 2 2 0 145 145 2 1
22 2 0 0 28 37 79 3 2 1 226 201 1 0
25 2 0 0 1 28 92 2 2 1 143 144 1 0
27 1 0 0 38 29 64 3 2 1 74 71 5 5
24 1 0 0 47 50 79 2 1 1 119 117 2 2
28 1 0 0 19 36 80 2 2 1 204 205 1 1
18 1 1 0 36 54 62 2 2 1 96 103 1 1
19 1 0 0 44 3 100 3 2 1 145 145 2 1
27 1 0 0 24 20 85 2 1 6 44 125 2 0
16 1 0 0 33 29 98 1 2 1 104 140 1 1
27 1 0 0 10 28 82 1 2 1 303 333 0 0
24 1 0 0 28 33 76 11 2 1 47 45 3 4
30 1 0 0 34 27 76 1 1 1 84 80 1 1
30 1 0 0 16 13 78 1 1 1 96 90 2 1
23 1 0 0 0 18 75 2 2 7 145 145 2 1
25 1 0 0 41 15 98 2 2 1 145 145 2 1
33 1 0 0 22 38 55 5 2 1 57 63 7 6
14 2 0 0 43 76 46 3 2 3 67 69 4 3
21 1 1 0 21 55 76 1 2 1 296 281 1 1
23 1 0 0 30 42 77 1 2 1 288 295 2 1
35 1 1 0 29 59 43 3 2 1 145 145 2 1
23 1 1 0 19 76 80 3 2 1 321 322 2 2
33 1 0 0 40 58 56 3 2 1 113 109 4 2
23 2 5 2 29 41 75 7 4 1 145 145 2 1
34 1 0 0 41 45 59 1 2 1 268 264 4 4
23 1 0 0 39 87 84 5 2 1 71 69 2 1
30 1 0 0 1 22 2 1 2 1 60 52 1 1
23 2 3 1 29 71 75 5 3 1 145 145 2 1
27 1 0 0 12 39 88 4 2 1 14 54 1 0
28 1 0 0 49 22 58 1 1 1 86 88 2 2
25 1 0 0 13 18 91 2 2 1 115 111 1 1
11 1 0 0 65 6 100 1 2 1 145 145 2 1
17 1 0 0 32 32 85 5 2 2 68 68 3 3
18 1 0 0 38 38 68 1 2 1 90 95 4 4
26 1 0 0 43 40 72 4 2 1 49 54 1 2
33 1 0 0 56 49 70 3 2 1 292 289 2 2
23 2 1 0 29 65 75 11 2 1 145 145 2 1
32 1 1 0 29 36 61 4 2 1 171 150 2 1
29 2 0 0 28 67 76 13 2 4 138 121 1 0
24 1 0 0 6 41 95 4 2 1 339 315 2 1
21 2 1 0 29 95 81 9 2 1 145 145 2 1
26 1 0 0 5 14 90 2 1 1 235 226 3 2
28 1 0 0 27 46 80 2 2 1 187 217 1 0
15 1 0 0 42 37 88 3 2 1 48 51 3 3
23 1 0 0 29 39 75 1 2 1 145 145 2 1
18 2 0 0 18 35 86 2 2 1 248 304 1 1
26 1 0 0 14 39 66 2 2 0 80 91 2 1
15 1 1 0 8 50 88 7 2 1 187 201 1 1
23 1 0 0 29 40 75 0 2 1 145 145 2 1
33 1 0 0 11 23 55 3 1 4 70 64 3 3
25 2 1 0 29 37 75 2 2 1 145 145 2 1
23 1 0 0 30 7 75 3 2 0 145 145 2 1
24 1 0 0 42 24 73 1 2 1 61 50 7 6
25 1 0 0 2 45 95 4 2 1 228 242 1 1
23 2 0 0 29 60 75 1 2 1 145 145 2 1
30 2 1 0 29 68 60 4 2 1 157 171 1 0
29 1 2 0 29 41 72 3 2 1 145 145 2 1
23 1 0 0 25 61 75 2 2 0 145 145 2 1
17 1 0 0 32 7 92 2 2 1 87 136 1 0
16 1 0 0 47 48 61 2 2 1 64 69 3 3
27 1 0 0 4 28 80 6 2 1 233 232 2 1
20 1 1 0 20 65 42 5 2 1 321 249 0 0
25 1 0 0 43 22 84 0 1 1 90 95 1 1
30 1 0 0 44 39 71 4 2 1 286 289 3 2
15 1 0 0 33 26 90 1 2 1 31 31 2 2
28 1 0 0 17 20 72 2 2 1 151 234 0 0
27 2 1 0 29 47 55 1 2 1 145 145 2 1
29 1 0 0 48 36 67 1 2 1 46 47 4 3
12 1 0 0 17 33 77 2 2 1 110 134 1 1
17 1 0 0 38 32 64 1 2 1 91 87 3 2
25 1 0 0 25 46 72 3 2 1 125 130 2 1
25 1 0 0 35 36 75 3 1 1 72 74 1 1
16 1 0 0 43 95 60 3 2 1 81 81 1 1
24 1 0 0 29 31 90 3 2 1 40 37 1 1
27 1 0 0 11 11 90 0 2 1 212 200 1 0
25 2 0 0 2 50 86 2 2 1 150 287 0 0
15 1 0 0 32 35 54 1 2 1 60 62 2 2
21 2 0 0 31 41 80 2 2 1 93 154 1 0
23 1 0 0 13 8 80 1 2 1 93 92 1 2
26 1 0 0 3 29 85 1 1 1 148 151 1 1
14 1 0 0 23 102 64 4 2 1 106 105 2 2
27 1 0 0 3 26 97 5 2 1 327 1 0 0
27 1 0 0 41 9 74 6 1 1 71 67 4 3
23 2 1 0 29 41 75 5 2 1 145 145 2 1
18 2 1 0 9 65 82 4 2 1 54 67 1 0
25 1 0 0 41 44 70 1 2 1 73 71 4 4
32 1 0 0 71 51 62 4 2 1 270 340 5 2
12 1 0 0 30 17 89 1 2 1 50 50 4 4
24 1 0 0 26 48 76 3 2 1 29 39 2 1
29 1 0 0 15 18 82 2 2 1 278 285 3 2
25 1 0 0 38 23 66 1 2 1 97 102 3 3
32 1 0 0 40 32 63 3 1 2 293 264 1 0
23 1 1 0 29 50 75 5 2 1 145 145 2 1
23 1 1 0 2 39 75 3 2 0 145 145 2 1
17 1 0 0 14 90 90 6 2 1 42 40 1 1
23 2 1 0 29 78 75 2 2 1 145 145 2 1
31 1 0 0 13 35 72 4 2 1 90 74 2 1
27 1 1 0 11 47 77 3 2 1 55 73 1 1
31 1 0 0 1 29 66 2 2 1 29 289 1 0
29 1 0 0 15 13 75 1 2 1 127 129 7 6
25 2 0 0 2 61 83 4 2 1 244 204 0 0
18 2 0 0 2 13 79 0 2 1 44 67 0 0
13 1 0 0 21 21 99 1 2 1 89 93 3 2
15 1 0 0 37 99 50 4 2 1 72 64 3 2
22 1 0 0 16 51 84 3 2 1 95 103 2 1
29 1 0 0 3 26 68 2 2 0 67 66 1 1
29 1 0 0 6 24 3 116 2 1 103 1 1 1
27 2 0 0 3 49 78 4 2 0 243 237 1 1
56 0 0 0 8 30 97 2 0 1 360 360 50 50
34 1 0 0 51 35 60 3 2 1 254 250 5 4
23 1 0 0 35 36 69 1 2 1 211 220 1 1
24 1 0 0 52 22 77 1 1 1 102 106 3 2
32 1 0 0 41 27 55 2 2 1 230 238 3 3
16 1 0 0 5 66 92 5 2 1 80 84 1 1
19 1 0 0 18 17 89 2 2 1 62 47 1 0
29 2 2 0 29 48 53 1 2 1 145 145 2 1
33 1 0 0 5 32 53 1 2 0 101 87 2 2
29 1 0 0 19 26 68 1 1 1 171 180 0 1
24 1 0 0 46 5 83 1 1 1 217 261 1 0
19 1 0 0 31 51 66 3 2 1 87 61 3 4
29 1 0 0 19 30 89 4 1 1 255 257 1 0
17 1 0 0 40 74 91 3 2 1 47 39 1 2
33 1 0 0 32 37 53 2 1 1 217 232 2 2
17 1 0 0 65 47 60 6 2 1 145 145 2 1
20 1 0 0 54 45 81 2 2 1 335 326 4 1
21 1 0 0 42 20 84 1 2 1 291 287 1 1
23 1 0 0 37 109 75 3 2 1 145 145 2 1
26 1 1 0 12 78 71 6 2 1 139 131 1 1
25 1 0 0 6 21 81 3 2 1 136 114 1 1
30 1 0 0 2 38 81 14 2 1 197 180 0 0
24 2 0 0 11 49 82 1 2 1 27 198 1 0
23 2 2 0 29 28 75 2 2 1 145 145 2 1
3 1 0 0 60 41 80 4 2 1 145 145 2 1
12 1 0 0 43 133 70 6 2 1 54 61 5 5
17 1 0 0 47 54 88 1 2 1 223 221 4 4
30 2 2 0 29 42 69 4 2 1 145 145 2 1
30 1 0 0 77 62 60 6 2 1 58 74 1 1
24 1 0 0 25 15 88 2 2 1 38 38 2 1
23 1 0 0 5 69 85 5 2 1 314 250 0 0
24 1 0 0 29 15 90 1 2 1 124 157 1 0
0 1 15 0 35 12 0 3 2 1 145 145 2 1
17 2 0 0 1 33 85 9 2 0 102 86 0 0
15 2 0 0 16 45 85 2 2 0 85 83 2 2
30 1 0 0 13 39 73 13 2 0 73 72 1 1
25 2 2 1 16 99 82 4 3 1 169 170 1 0
26 2 0 0 21 39 80 2 2 1 188 194 1 1
16 1 0 0 16 28 82 2 2 1 206 196 2 2
18 1 0 0 11 61 86 4 2 1 29 336 2 0
31 1 0 0 12 39 77 1 1 1 68 75 2 2
12 1 0 0 70 59 62 4 2 1 145 145 2 1
17 2 1 0 11 54 65 6 2 1 236 208 1 0
25 1 0 0 11 23 88 3 2 1 216 232 1 1
27 2 0 0 0 34 79 1 2 1 266 280 0 0
35 1 0 0 50 60 57 4 2 1 242 119 1 0
16 1 0 0 31 32 63 1 2 1 65 70 5 4
27 2 0 0 8 20 79 2 2 1 153 215 0 0
17 1 0 0 34 13 87 0 2 0 90 93 2 2
20 1 0 0 83 67 67 6 2 1 76 72 4 3
23 1 0 0 45 34 75 1 2 0 145 145 2 1
20 1 0 0 25 0 60 6 2 1 218 265 1 1
29 1 0 0 9 29 78 6 2 1 107 163 0 0
23 1 0 0 47 31 74 1 2 1 68 65 2 1
28 2 1 0 33 43 71 1 2 1 172 197 1 1
23 1 0 0 17 35 75 1 2 0 145 145 2 1
29 1 0 0 50 55 64 2 2 1 284 281 3 3
25 1 0 0 5 20 77 2 1 1 69 67 0 1
18 1 0 0 31 43 6 86 2 1 85 3 2 1
23 2 4 1 29 35 75 5 3 1 145 145 2 1
10 1 0 0 40 7 100 1 2 1 145 145 2 1
26 1 0 0 31 26 68 1 1 0 82 86 2 1
24 1 0 0 44 21 95 3 2 1 145 145 2 1
24 1 0 0 30 23 83 6 1 1 63 71 2 2
26 1 0 0 16 21 84 1 2 1 119 116 2 2
18 1 0 0 25 17 87 1 2 1 281 292 1 1
14 1 0 0 18 40 82 1 2 1 110 285 0 0
23 1 0 0 50 54 71 2 2 1 88 94 4 3
23 1 0 0 34 68 84 2 2 1 214 245 1 1
28 1 0 0 55 65 63 4 2 1 119 68 1 0
19 1 0 0 33 52 78 2 2 1 75 79 1 1
31 1 0 0 9 22 62 4 2 1 262 272 2 1
17 1 0 0 24 31 85 1 2 1 90 78 2 2
23 1 0 0 61 64 75 3 2 6 145 145 2 1
21 1 0 0 56 73 56 2 2 1 105 112 2 2
23 2 0 0 2 42 76 5 2 0 219 172 0 0
25 1 0 0 55 97 83 3 2 1 30 24 4 3
12 1 0 0 44 6 100 1 2 1 145 145 2 1
20 1 0 0 43 40 94 1 2 1 309 312 2 1
27 1 0 0 12 30 81 2 2 1 304 302 1 0
16 1 0 0 24 20 85 1 2 1 269 272 0 0
17 1 0 0 17 89 86 7 2 1 49 51 1 1
16 1 0 0 20 33 81 0 2 1 70 74 2 2
28 1 0 0 6 22 77 2 1 1 59 68 2 2
23 2 1 0 29 53 75 2 2 1 145 145 2 1
21 1 0 0 45 37 83 1 2 1 114 114 3 2
19 2 0 0 26 56 76 2 2 1 84 86 1 1
31 1 0 0 1 22 64 8 2 1 96 100 2 2
23 1 0 0 4 45 75 2 2 0 145 145 2 1
28 1 0 0 4 29 80 3 2 1 223 224 3 2
28 1 0 0 4 53 83 3 2 1 228 229 0 0
23 1 0 0 51 18 75 1 2 0 145 145 2 1
19 1 0 0 41 29 52 0 2 1 146 166 2 2
13 1 0 0 46 10 87 1 2 1 145 145 2 1
23 1 0 0 23 21 84 2 2 1 107 96 2 2
18 1 0 0 37 55 76 1 2 1 113 114 3 3
29 1 0 0 2 33 71 4 2 1 71 80 1 1
24 1 0 0 34 65 84 2 2 1 247 246 5 5
28 1 1 0 3 48 76 8 2 1 233 219 0 0
25 2 0 0 3 42 87 1 2 1 183 179 0 0
25 1 0 0 42 32 85 2 2 1 49 49 2 2
26 1 0 0 33 26 72 1 2 1 277 300 1 0
20 1 0 0 47 45 71 1 2 1 31 42 3 1
35 1 0 0 43 36 50 1 1 1 243 265 3 2
20 2 1 0 22 46 70 6 2 1 264 256 1 0
26 1 0 0 26 37 78 2 2 1 306 292 0 0
19 1 0 0 39 45 60 3 2 1 79 84 6 5
30 1 0 0 6 36 73 7 2 1 218 213 3 2
26 1 0 0 9 40 89 2 2 1 139 130 2 2
23 2 1 0 29 43 75 6 2 1 145 145 2 1
29 1 0 0 81 68 42 3 2 1 275 276 2 2
15 2 0 0 13 25 71 1 2 1 173 148 1 0
28 1 0 0 29 62 80 2 2 1 145 145 2 1
23 1 0 0 29 56 75 4 2 1 145 145 2 1
16 1 0 0 27 41 48 1 2 1 118 121 2 1
25 1 0 0 43 40 69 2 2 3 313 322 3 2
30 1 1 0 9 62 77 4 2 1 203 180 0 0
23 1 0 0 36 43 86 5 2 1 141 34 1 2
23 1 0 0 35 42 88 5 2 1 48 51 4 4
23 1 0 0 23 32 79 4 2 1 92 94 3 2
26 1 0 0 50 42 61 2 1 1 63 54 4 3
22 1 1 0 1 76 83 4 2 1 42 60 1 0
27 1 0 0 15 46 88 3 2 1 69 53 1 1
28 1 0 0 15 50 97 2 1 1 104 94 2 0
16 1 0 0 24 29 89 3 2 1 52 57 1 1
17 1 0 0 38 21 81 2 2 1 102 103 2 2
23 1 1 0 29 44 75 1 2 1 145 145 2 1
26 1 0 0 29 22 89 1 1 1 145 145 2 1
15 1 0 0 34 18 99 1 2 1 60 61 8 9
34 1 0 0 64 33 47 3 1 1 205 201 2 1
19 1 0 0 32 70 52 3 2 1 117 111 3 3
23 2 1 0 29 52 75 4 3 1 145 145 2 1
25 2 0 0 75 97 59 5 2 1 326 332 1 0
23 1 0 0 29 16 97 1 2 1 41 53 1 1
26 1 0 0 6 22 82 1 2 1 160 163 1 0
34 1 2 0 29 54 54 4 2 1 145 145 2 1
23 1 0 0 67 60 75 4 2 5 145 145 2 1
29 1 0 0 14 37 72 3 2 0 239 311 0 1
25 1 0 0 41 29 80 6 1 1 222 250 1 0
26 2 1 0 18 77 71 4 2 1 196 198 1 1
23 1 0 0 44 9 75 1 2 0 145 145 2 1
22 1 0 0 54 32 66 2 1 1 148 156 1 0
25 2 1 0 3 57 85 2 2 1 62 58 0 0
27 1 0 0 19 33 82 2 2 1 118 122 3 2
12 1 0 0 44 56 58 2 2 1 72 73 5 4
22 1 0 0 21 24 75 1 2 1 102 106 3 2
21 1 0 0 42 23 77 1 1 1 70 71 2 2
23 2 1 0 29 43 75 3 2 1 145 145 2 1
24 1 0 0 14 29 91 2 2 1 215 188 1 1
23 1 0 0 4 27 75 3 2 0 145 145 2 1
26 1 0 0 22 69 86 2 2 1 262 253 1 1
27 1 0 0 14 44 89 4 2 1 222 211 2 2
18 1 0 0 46 66 51 0 1 1 79 75 1 2
17 1 0 0 31 43 58 6 2 1 63 55 7 6
29 1 0 0 48 25 60 2 2 1 101 100 4 2
24 1 0 0 24 12 91 2 2 1 42 45 1 2
23 1 0 0 1 36 97 6 2 1 176 166 0 0
21 1 0 0 72 90 77 2 2 1 273 184 1 0
21 1 0 0 42 28 61 5 2 1 69 64 4 3
24 1 0 0 53 24 97 0 2 1 5 238 1 0
25 1 0 0 22 7 92 2 1 1 74 67 1 1
25 1 0 0 36 59 73 4 2 3 298 303 3 3
16 1 0 0 50 83 59 2 2 1 78 82 1 1
30 1 1 0 29 63 71 4 2 1 145 145 2 1
24 1 0 0 16 41 94 1 2 1 259 270 3 2
27 2 0 0 2 29 81 1 2 1 104 43 0 0
16 1 0 0 47 91 65 3 1 1 95 94 1 1
27 1 0 0 11 39 86 3 2 1 186 189 2 1
27 1 0 0 54 40 56 2 2 1 261 262 2 2
14 1 0 0 40 8 100 1 2 1 145 145 2 1
27 0 0 0 20 74 62 12 0 3 140 137 1 0
19 1 0 0 41 82 95 2 2 1 294 151 1 0
23 2 0 0 29 90 75 4 2 1 145 145 2 1
18 1 0 0 28 5 77 2 2 1 149 133 1 1
19 1 0 0 19 76 91 2 2 1 281 263 0 0
18 1 0 0 51 72 64 3 2 1 72 74 6 5
27 1 0 0 3 24 76 1 2 1 182 183 1 1
26 1 0 0 26 40 80 2 2 1 280 282 4 4
23 1 1 0 29 30 75 2 2 1 145 145 2 1
35 1 0 0 48 38 43 6 2 1 258 112 2 1
26 1 0 0 12 25 73 2 2 1 168 164 2 2
23 2 1 0 29 37 75 2 2 1 145 145 2 1
28 1 1 0 14 38 68 3 2 1 183 187 1 1
26 1 0 0 15 23 95 1 2 1 282 278 2 1
18 1 1 0 29 58 65 4 2 1 145 145 2 1
28 1 1 0 29 45 77 3 2 1 145 145 2 1
15 2 1 0 2 67 89 2 2 1 147 154 0 0
23 1 0 0 37 31 74 1 2 1 135 138 2 1
16 1 0 0 47 79 58 3 2 1 59 61 3 2
33 1 1 0 16 37 56 4 2 1 180 178 2 1
25 1 0 0 2 40 87 2 2 1 135 155 0 0
27 1 0 0 24 33 84 1 2 1 210 195 1 1
10 1 0 0 28 39 65 3 2 1 66 69 6 6
33 1 0 0 29 58 65 3 2 1 276 278 3 2
27 2 0 0 20 81 76 5 2 1 277 241 1 1
26 1 0 0 20 39 86 5 2 1 227 222 2 2
15 1 0 0 24 25 94 3 2 1 38 38 1 1
26 1 0 0 4 13 97 9 2 1 165 219 0 0
27 1 0 0 1 30 93 2 2 1 261 256 2 0
24 1 0 0 3 110 80 33 2 1 119 118 2 2
25 1 0 0 46 42 84 1 2 1 48 64 2 1
23 1 0 0 3 33 75 3 2 0 145 145 2 1
26 1 0 0 46 38 49 1 1 1 64 57 3 2
20 1 0 0 12 65 96 5 2 1 68 95 1 0
23 2 2 0 29 59 75 3 2 1 145 145 2 1
23 1 0 0 34 37 75 1 2 0 145 145 2 1
29 1 0 0 0 33 77 6 2 1 247 248 1 1
26 1 0 0 60 43 74 1 2 1 47 49 5 5
31 1 0 0 5 32 65 5 2 1 134 139 2 1
14 1 0 0 37 37 62 1 1 1 194 234 1 0
22 1 0 0 52 39 89 1 2 1 51 51 8 6
23 1 0 0 30 20 75 1 2 0 145 145 2 1
28 1 0 0 3 22 80 2 1 1 144 148 1 0
23 1 0 0 5 49 75 2 2 0 145 145 2 1
28 1 0 0 4 70 71 5 2 1 86 87 5 5
16 1 0 0 37 41 82 2 1 1 79 84 2 1
25 1 0 0 24 7 92 0 2 1 297 304 1 1
16 1 0 0 26 131 94 7 2 1 42 44 2 2
25 1 0 0 50 53 50 5 2 1 291 290 2 1
26 2 0 0 0 37 74 9 2 0 242 232 1 1
19 1 0 0 26 14 77 3 1 1 57 68 2 2
26 1 0 0 28 58 84 2 2 1 278 279 1 1
12 1 0 0 40 27 62 2 2 1 67 68 3 3
17 1 0 0 27 12 86 1 2 1 80 133 0 0
16 1 0 0 29 18 97 1 2 1 72 62 1 0
15 1 0 0 32 36 71 0 2 1 104 99 3 2
19 1 0 0 19 48 80 6 2 1 77 150 0 0
27 2 1 0 21 44 79 3 2 1 149 117 1 0
27 1 0 0 24 22 80 1 2 1 139 137 2 1
27 1 0 0 24 39 74 1 2 1 250 251 7 6
27 1 1 0 10 11 69 1 2 1 94 97 2 2
24 1 0 0 52 48 74 1 1 1 84 87 1 1
28 1 0 0 15 33 41 3 2 1 227 260 1 0
19 1 0 0 19 26 93 3 2 1 122 116 1 1
23 1 0 0 34 35 71 2 2 1 81 84 3 2
26 1 0 0 29 12 90 1 1 1 296 291 4 3
30 1 0 0 28 31 66 2 2 1 286 287 4 4
19 1 0 0 30 54 63 2 2 1 99 89 2 1
23 1 0 0 74 81 60 3 2 1 132 135 7 5
28 2 1 0 29 51 64 2 2 1 145 145 2 1
23 1 0 0 33 0 75 1 2 1 145 145 2 1
25 1 0 0 85 97 47 7 2 1 59 67 8 8
23 1 1 0 3 35 75 2 2 0 145 145 2 1
21 1 0 0 26 28 77 2 2 1 161 182 1 0
18 2 1 0 11 88 79 4 2 1 8 43 0 0
17 2 1 0 13 31 85 4 2 1 174 192 1 0
18 1 0 0 25 16 54 1 2 1 83 83 3 3
23 2 1 0 1 39 93 2 2 1 110 97 0 0
29 1 0 0 16 19 76 1 2 1 264 278 2 2
20 2 1 0 29 49 69 3 2 1 145 145 2 1
22 1 0 0 46 34 84 3 2 1 119 122 2 2
12 1 0 0 44 8 100 0 2 1 145 145 2 1
28 2 1 0 7 108 71 6 2 1 142 142 1 1
21 1 0 0 54 54 72 6 1 1 78 304 1 0
24 2 0 0 9 48 85 4 2 1 296 176 0 0
22 1 0 0 29 16 85 2 1 1 69 71 1 1
23 1 0 0 40 37 75 3 2 5 145 145 2 1
24 1 0 0 42 21 93 1 2 1 145 145 2 1
